,stype,id,uname,content,time,v2_up_count
191,8980904,6845802184877844521,,哈哈哈有意思,31000,1
192,8980904,6845099562586713901,,郑希怡冲冲冲！,32371,65
193,8980904,6845100039328086319,听姐姐的,蓝光呢,32892,5
194,8980904,6845099420852792420,,期待伊伊子的表现！,32338,13
195,8980904,6845159249747454872,听姐姐的,能看到我的颜色吗？,32207,9
196,8980904,6845449851530172329,演技派,嘎嘎嘎嘎，加菲猫冲鸭,32928,3
197,8980904,6845440651710210190,,小姐姐们气质颜值同时在线,32826,2
198,8980904,6845099485277302173,,在座的都是会员,33000,8
199,8980904,6845213903206430924,,郑希怡,33000,6
200,8980904,6845217824511583076,听姐姐的,加油啊姐姐们,33026,4
201,8980904,6845249392521300344,最强舞担,金晨我来啦？！？,33000,2
202,8980904,6845646685586783526,,乘风破浪的姐姐们，加油！,33943,
203,8980904,6845099858939458903,,一刷开始,33175,4
204,8980904,6845117030218779890,听姐姐的,刘政宝宝，我想你了鸭,34000,14
205,8980904,6845434157719649680,最强舞担,秋雅，你会回来的,34923,6
206,8980904,6845294876225098472,气场强大,纪濛濛，加油鸭🦆🦆🦆🦆🦆🦆🦆🦆🦆🦆🦆,34704,3
207,8980904,6845638915990927283,,觉得王智有点像曾经的王祖蓝的感觉,34239,1
208,8980904,6845099635601158330,,就我一个人。。,34660,4
209,8980904,6845842033584473491,,精彩演绎,34350,
210,8980904,6845136086988756358,听姐姐的,万茜 A瓜,35162,11
211,8980904,6845460898186076574,,这节目文案真的第一名,35000,10
212,8980904,6845099618421289063,,留下花钱的痕迹,35782,11
213,8980904,6845237220583947589,,给郑希怡撑场面！,35733,10
214,8980904,6845901282658480472,,为李斯丹妮打call,35299,3
215,8980904,6864013559210979909,,快乐的太短暂，痛苦的太缓慢,35382,
216,8980904,6845099472392400211,,茜茜子冲鸭,36000,10
217,8980904,6845619700307201909,,你们尽力了也没用 他们所谓的投票就是看火不火 不看实力,36703,3
218,8980904,6845431241436852080,气场强大,沈梦辰是真漂亮,36000,5
219,8980904,6852822119954435206,,喜欢宁静，张雨绮,36065,1
220,8980904,6865589146492689305,,王智的眉毛修的撇，画的也撇,36305,
221,8980904,6846807868651350799,,"从前有个大森林
森林里有各种各样的恐龙
有霸王龙雷龙双龙剑龙甲龙鸭冠",36944,
222,8980904,6846146306248045274,,除了我还有男的看这个吗🌝🌝,37418,21
223,8980904,6845125207836550550,最强舞担,给大碗宽面都姐姐排面,37000,17
224,8980904,6845099584061550495,,我一个会员你让我看这？,37169,14
225,8980904,6849544505852496453,,就是看吴昕的，，，，，，，，，，，，,37000,
226,8980904,6846022400736454197,,王智赶紧回来吧，都等着你呢,37489,2
227,8980904,6845791520474039150,,金晨我来了,37406,12
228,8980904,6845404123013321393,,王智很好，就是没有什么知名度，可惜,38000,5
229,8980904,6845099584061550488,,怎么没有蓝光气气会员啊我是,38955,5
230,8980904,6845099489572269482,,来了来了,38000,2
231,8980904,6845657946991057201,,宁静为啥总涂这种脏兮兮的口红颜色啊,38000,1
232,8980904,6848458287147168838,,乘风破浪的姐姐们，冲啊。。。。。。。,38197,
233,8980904,6845099313478609620,,来了,38051,2
234,8980904,6845575840101093295,,来了来了，静静子冲啊,39743,5
235,8980904,6845100632033575738,,万崽子我来惹,39000,8
236,8980904,6845994225750938721,,吴梦知！！！太喜欢你的文案了！！！,39624,2
237,8980904,6853417870574377937,,无限可能张小雨，期待这周的新歌，我去q音给你打投！！！！,39962,
238,8980904,6845222523205817916,,昕昕子加油＾０＾~,39090,4
239,8980904,6850759895699833366,,来看很有争议人物的这一期,39000,
240,8980904,6851072620858998510,,王智真的是我意难平啊,40945,10
241,8980904,6845126827039228483,听姐姐的,静姐加油,40182,8
242,8980904,6852662355760858750,,无限可能张小雨，期待这周的新歌，我去q音给你打投！！！！,40000,1
243,8980904,6846645553247106136,,郑希怡好像神奇女侠女主！好A,40000,6
